"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 07 00:07:07 GMT 2024","Wed Aug 07 00:07:21 GMT 2024","13978","","","","","","Validate Council Output [SouthOxfordshireCouncil]",""
"passed","Wed Aug 07 00:00:54 GMT 2024","Wed Aug 07 00:02:11 GMT 2024","76536","","","","","","Validate Council Output [GuildfordCouncil]",""
"passed","Wed Aug 07 00:03:51 GMT 2024","Wed Aug 07 00:03:54 GMT 2024","2444","","","","","","Validate Council Output [ErewashBoroughCouncil]",""
"passed","Wed Aug 07 00:03:44 GMT 2024","Wed Aug 07 00:04:17 GMT 2024","32963","","","","","","Validate Council Output [HounslowCouncil]",""
"passed","Wed Aug 07 00:10:17 GMT 2024","Wed Aug 07 00:10:19 GMT 2024","1954","","","","","","Validate Council Output [WelhatCouncil]",""
"passed","Wed Aug 07 00:10:17 GMT 2024","Wed Aug 07 00:10:20 GMT 2024","3396","","","","","","Validate Council Output [TorbayCouncil]",""
"failed","Tue Aug 06 23:48:45 GMT 2024","Tue Aug 06 23:53:46 GMT 2024","300853","","","","","","Validate Council Output [ChelmsfordCityCouncil]",""
"passed","Wed Aug 07 00:04:39 GMT 2024","Wed Aug 07 00:04:40 GMT 2024","1659","","","","","","Validate Council Output [SalfordCityCouncil]",""
"passed","Wed Aug 07 00:02:31 GMT 2024","Wed Aug 07 00:03:11 GMT 2024","40400","","","","","","Validate Council Output [LondonBoroughRedbridge]",""
"failed","Tue Aug 06 23:45:24 GMT 2024","Tue Aug 06 23:47:40 GMT 2024","135602","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Tue Aug 06 23:53:46 GMT 2024","Tue Aug 06 23:53:48 GMT 2024","1648","","","","","","Validate Council Output [CheshireEastCouncil]",""
"passed","Wed Aug 07 00:10:06 GMT 2024","Wed Aug 07 00:10:37 GMT 2024","31133","","","","","","Validate Council Output [ThreeRiversDistrictCouncil]",""
"passed","Wed Aug 07 00:10:49 GMT 2024","Wed Aug 07 00:10:52 GMT 2024","2991","","","","","","Validate Council Output [WiltshireCouncil]",""
"failed","Tue Aug 06 23:53:52 GMT 2024","Tue Aug 06 23:58:16 GMT 2024","263719","","","","","","Validate Council Output [KingstonUponThamesCouncil]",""
"passed","Wed Aug 07 00:04:45 GMT 2024","Wed Aug 07 00:04:50 GMT 2024","4934","","","","","","Validate Council Output [ShropshireCouncil]",""
"failed","Tue Aug 06 23:59:42 GMT 2024","Wed Aug 07 00:01:25 GMT 2024","103188","","","","","","Validate Council Output [KnowsleyMBCouncil]",""
"failed","Wed Aug 07 00:10:07 GMT 2024","Wed Aug 07 00:10:10 GMT 2024","3417","","","","","","Validate Council Output [ValeofWhiteHorseCouncil]",""
"passed","Tue Aug 06 23:53:51 GMT 2024","Tue Aug 06 23:53:52 GMT 2024","1491","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Tue Aug 06 23:57:42 GMT 2024","Tue Aug 06 23:57:43 GMT 2024","852","","","","","","Validate Council Output [ConwyCountyBorough]",""
"passed","Wed Aug 07 00:09:54 GMT 2024","Wed Aug 07 00:09:55 GMT 2024","1220","","","","","","Validate Council Output [TelfordAndWrekinCouncil]",""
"passed","Tue Aug 06 23:48:44 GMT 2024","Tue Aug 06 23:48:45 GMT 2024","1770","","","","","","Validate Council Output [CharnwoodBoroughCouncil]",""
